"item";"gastos";"mes";"anno";"id"
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"agosto";"2022";803
"ARRIENDO DE OFICINA MÓVIL";"0";"agosto";"2022";803
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"agosto";"2022";803
"SERVICIOS MENORES";"487.626";"agosto";"2022";803
"COVID-19 PERSONAL DE APOYO";"0";"agosto";"2022";803
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.207.887";"septiembre";"2022";803
"TELEFONÍA";"204.511";"septiembre";"2022";803
"TRASLACIÓN";"1.500.138";"septiembre";"2022";803
"DIFUSIÓN";"150.000";"septiembre";"2022";803
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"septiembre";"2022";803
"ARRIENDO DE INMUEBLE";"0";"septiembre";"2022";803
"CONSUMOS BÁSICOS";"0";"septiembre";"2022";803
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"septiembre";"2022";803
"MATERIALES DE OFICINA";"114.932";"septiembre";"2022";803
"CORRESPONDENCIA";"107.873";"septiembre";"2022";803
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"septiembre";"2022";803
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"septiembre";"2022";803
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"septiembre";"2022";803
"SEGUROS DE BIENES";"0";"septiembre";"2022";803
"ARRIENDO DE OFICINAS VIRTUALES";"0";"septiembre";"2022";803
"SERVICIOS WEB";"0";"septiembre";"2022";803
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"septiembre";"2022";803
"ARRIENDO DE OFICINA MÓVIL";"0";"septiembre";"2022";803
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"septiembre";"2022";803
"SERVICIOS MENORES";"450.000";"septiembre";"2022";803
"COVID-19 PERSONAL DE APOYO";"0";"septiembre";"2022";803
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.207.887";"octubre";"2022";803
"TELEFONÍA";"469.575";"octubre";"2022";803
"TRASLACIÓN";"1.711.461";"octubre";"2022";803
"DIFUSIÓN";"1.702.515";"octubre";"2022";803
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"octubre";"2022";803
"ARRIENDO DE INMUEBLE";"0";"octubre";"2022";803
"CONSUMOS BÁSICOS";"0";"octubre";"2022";803
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"octubre";"2022";803
"MATERIALES DE OFICINA";"9.581";"octubre";"2022";803
"CORRESPONDENCIA";"0";"octubre";"2022";803
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"octubre";"2022";803
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"octubre";"2022";803
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"octubre";"2022";803
"SEGUROS DE BIENES";"0";"octubre";"2022";803
"ARRIENDO DE OFICINAS VIRTUALES";"0";"octubre";"2022";803
"SERVICIOS WEB";"0";"octubre";"2022";803
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"octubre";"2022";803
"ARRIENDO DE OFICINA MÓVIL";"0";"octubre";"2022";803
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"octubre";"2022";803
"SERVICIOS MENORES";"500.000";"octubre";"2022";803
"COVID-19 PERSONAL DE APOYO";"0";"octubre";"2022";803
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.207.887";"noviembre";"2022";803
"TELEFONÍA";"204.604";"noviembre";"2022";803
"TRASLACIÓN";"2.849.373";"noviembre";"2022";803
"DIFUSIÓN";"150.000";"noviembre";"2022";803
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"noviembre";"2022";803
"ARRIENDO DE INMUEBLE";"0";"noviembre";"2022";803
"CONSUMOS BÁSICOS";"0";"noviembre";"2022";803
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"noviembre";"2022";803
"MATERIALES DE OFICINA";"0";"noviembre";"2022";803
"CORRESPONDENCIA";"12.820";"noviembre";"2022";803
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"noviembre";"2022";803
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"noviembre";"2022";803
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"noviembre";"2022";803
"SEGUROS DE BIENES";"0";"noviembre";"2022";803
"ARRIENDO DE OFICINAS VIRTUALES";"0";"noviembre";"2022";803
"SERVICIOS WEB";"0";"noviembre";"2022";803
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"noviembre";"2022";803
"ARRIENDO DE OFICINA MÓVIL";"0";"noviembre";"2022";803
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"noviembre";"2022";803
"SERVICIOS MENORES";"243.496";"noviembre";"2022";803
"COVID-19 PERSONAL DE APOYO";"0";"noviembre";"2022";803
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.207.887";"diciembre";"2022";803
"TELEFONÍA";"204.604";"diciembre";"2022";803
"TRASLACIÓN";"1.437.865";"diciembre";"2022";803
"DIFUSIÓN";"150.000";"diciembre";"2022";803
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"diciembre";"2022";803
"ARRIENDO DE INMUEBLE";"0";"diciembre";"2022";803
"CONSUMOS BÁSICOS";"0";"diciembre";"2022";803
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"diciembre";"2022";803
"MATERIALES DE OFICINA";"0";"diciembre";"2022";803
"CORRESPONDENCIA";"304.390";"diciembre";"2022";803
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"diciembre";"2022";803
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"diciembre";"2022";803
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"diciembre";"2022";803
"SEGUROS DE BIENES";"0";"diciembre";"2022";803
"ARRIENDO DE OFICINAS VIRTUALES";"0";"diciembre";"2022";803
"SERVICIOS WEB";"0";"diciembre";"2022";803
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"diciembre";"2022";803
"ARRIENDO DE OFICINA MÓVIL";"0";"diciembre";"2022";803
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"diciembre";"2022";803
"SERVICIOS MENORES";"500.000";"diciembre";"2022";803
"COVID-19 PERSONAL DE APOYO";"0";"diciembre";"2022";803
NA;NA;"enero";"2023";803
NA;NA;"febrero";"2023";803
NA;NA;"marzo";"2023";803
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"1.133.930";"marzo";"2022";1099
"TELEFONÍA";"0";"marzo";"2022";1099
"TRASLACIÓN";"1.423.852";"marzo";"2022";1099
"DIFUSIÓN";"535.500";"marzo";"2022";1099
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"marzo";"2022";1099
"ARRIENDO DE INMUEBLE";"0";"marzo";"2022";1099
"CONSUMOS BÁSICOS";"0";"marzo";"2022";1099
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"marzo";"2022";1099
"MATERIALES DE OFICINA";"0";"marzo";"2022";1099
"CORRESPONDENCIA";"0";"marzo";"2022";1099
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"marzo";"2022";1099
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"marzo";"2022";1099
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"marzo";"2022";1099
"SEGUROS DE BIENES";"0";"marzo";"2022";1099
"ARRIENDO DE OFICINAS VIRTUALES";"0";"marzo";"2022";1099
"SERVICIOS WEB";"0";"marzo";"2022";1099
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"marzo";"2022";1099
"ARRIENDO DE OFICINA MÓVIL";"0";"marzo";"2022";1099
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"marzo";"2022";1099
"SERVICIOS MENORES";"333.333";"marzo";"2022";1099
"COVID-19 PERSONAL DE APOYO";"0";"marzo";"2022";1099
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"770.080";"abril";"2022";1099
"TELEFONÍA";"0";"abril";"2022";1099
"TRASLACIÓN";"2.843.208";"abril";"2022";1099
"DIFUSIÓN";"901.200";"abril";"2022";1099
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"abril";"2022";1099
"ARRIENDO DE INMUEBLE";"0";"abril";"2022";1099
"CONSUMOS BÁSICOS";"0";"abril";"2022";1099
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"abril";"2022";1099
"MATERIALES DE OFICINA";"223.997";"abril";"2022";1099
"CORRESPONDENCIA";"0";"abril";"2022";1099
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"abril";"2022";1099
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"abril";"2022";1099
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"abril";"2022";1099
"SEGUROS DE BIENES";"0";"abril";"2022";1099
"ARRIENDO DE OFICINAS VIRTUALES";"0";"abril";"2022";1099
"SERVICIOS WEB";"0";"abril";"2022";1099
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"abril";"2022";1099
"ARRIENDO DE OFICINA MÓVIL";"0";"abril";"2022";1099
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"abril";"2022";1099
"SERVICIOS MENORES";"500.000";"abril";"2022";1099
"COVID-19 PERSONAL DE APOYO";"0";"abril";"2022";1099
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"1.165.396";"mayo";"2022";1099
"TELEFONÍA";"0";"mayo";"2022";1099
"TRASLACIÓN";"3.291.423";"mayo";"2022";1099
"DIFUSIÓN";"562.046";"mayo";"2022";1099
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"mayo";"2022";1099
"ARRIENDO DE INMUEBLE";"0";"mayo";"2022";1099
"CONSUMOS BÁSICOS";"0";"mayo";"2022";1099
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"mayo";"2022";1099
"MATERIALES DE OFICINA";"149.315";"mayo";"2022";1099
"CORRESPONDENCIA";"0";"mayo";"2022";1099
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"mayo";"2022";1099
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"mayo";"2022";1099
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"mayo";"2022";1099
"SEGUROS DE BIENES";"0";"mayo";"2022";1099
"ARRIENDO DE OFICINAS VIRTUALES";"0";"mayo";"2022";1099
"SERVICIOS WEB";"0";"mayo";"2022";1099
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"mayo";"2022";1099
"ARRIENDO DE OFICINA MÓVIL";"0";"mayo";"2022";1099
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"mayo";"2022";1099
"SERVICIOS MENORES";"500.000";"mayo";"2022";1099
"COVID-19 PERSONAL DE APOYO";"0";"mayo";"2022";1099
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.035.600";"junio";"2022";1099
"TELEFONÍA";"0";"junio";"2022";1099
"TRASLACIÓN";"2.324.767";"junio";"2022";1099
"DIFUSIÓN";"630.700";"junio";"2022";1099
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"junio";"2022";1099
"ARRIENDO DE INMUEBLE";"0";"junio";"2022";1099
"CONSUMOS BÁSICOS";"0";"junio";"2022";1099
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"junio";"2022";1099
"MATERIALES DE OFICINA";"30.450";"junio";"2022";1099
"CORRESPONDENCIA";"0";"junio";"2022";1099
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"junio";"2022";1099
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"junio";"2022";1099
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"junio";"2022";1099
"SEGUROS DE BIENES";"0";"junio";"2022";1099
"ARRIENDO DE OFICINAS VIRTUALES";"0";"junio";"2022";1099
"SERVICIOS WEB";"0";"junio";"2022";1099
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"junio";"2022";1099
"ARRIENDO DE OFICINA MÓVIL";"0";"junio";"2022";1099
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"junio";"2022";1099
"SERVICIOS MENORES";"500.000";"junio";"2022";1099
"COVID-19 PERSONAL DE APOYO";"0";"junio";"2022";1099
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.035.600";"julio";"2022";1099
"TELEFONÍA";"0";"julio";"2022";1099
"TRASLACIÓN";"2.424.443";"julio";"2022";1099
"DIFUSIÓN";"929.063";"julio";"2022";1099
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"julio";"2022";1099
"ARRIENDO DE INMUEBLE";"0";"julio";"2022";1099
"CONSUMOS BÁSICOS";"0";"julio";"2022";1099
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"julio";"2022";1099
"MATERIALES DE OFICINA";"22.887";"julio";"2022";1099
"CORRESPONDENCIA";"0";"julio";"2022";1099
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"julio";"2022";1099
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"julio";"2022";1099
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"julio";"2022";1099
"SEGUROS DE BIENES";"0";"julio";"2022";1099
"ARRIENDO DE OFICINAS VIRTUALES";"0";"julio";"2022";1099
"SERVICIOS WEB";"0";"julio";"2022";1099
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"julio";"2022";1099
"ARRIENDO DE OFICINA MÓVIL";"0";"julio";"2022";1099
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"julio";"2022";1099
"SERVICIOS MENORES";"256.187";"julio";"2022";1099
"COVID-19 PERSONAL DE APOYO";"0";"julio";"2022";1099
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.032.001";"agosto";"2022";1099
"TELEFONÍA";"0";"agosto";"2022";1099
"TRASLACIÓN";"2.310.223";"agosto";"2022";1099
"DIFUSIÓN";"647.500";"agosto";"2022";1099
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"agosto";"2022";1099
"ARRIENDO DE INMUEBLE";"0";"agosto";"2022";1099
"CONSUMOS BÁSICOS";"0";"agosto";"2022";1099
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"agosto";"2022";1099
"MATERIALES DE OFICINA";"70.686";"agosto";"2022";1099
"CORRESPONDENCIA";"0";"agosto";"2022";1099
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"agosto";"2022";1099
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"agosto";"2022";1099
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"agosto";"2022";1099
"SEGUROS DE BIENES";"0";"agosto";"2022";1099
"ARRIENDO DE OFICINAS VIRTUALES";"0";"agosto";"2022";1099
"SERVICIOS WEB";"0";"agosto";"2022";1099
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"agosto";"2022";1099
"ARRIENDO DE OFICINA MÓVIL";"0";"agosto";"2022";1099
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"agosto";"2022";1099
"SERVICIOS MENORES";"256.187";"agosto";"2022";1099
"COVID-19 PERSONAL DE APOYO";"0";"agosto";"2022";1099
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.051.208";"septiembre";"2022";1099
"TELEFONÍA";"0";"septiembre";"2022";1099
"TRASLACIÓN";"2.236.265";"septiembre";"2022";1099
"DIFUSIÓN";"523.600";"septiembre";"2022";1099
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"septiembre";"2022";1099
"ARRIENDO DE INMUEBLE";"0";"septiembre";"2022";1099
"CONSUMOS BÁSICOS";"0";"septiembre";"2022";1099
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"septiembre";"2022";1099
"MATERIALES DE OFICINA";"0";"septiembre";"2022";1099
"CORRESPONDENCIA";"6.032";"septiembre";"2022";1099
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"septiembre";"2022";1099
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"septiembre";"2022";1099
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"septiembre";"2022";1099
"SEGUROS DE BIENES";"0";"septiembre";"2022";1099
"ARRIENDO DE OFICINAS VIRTUALES";"0";"septiembre";"2022";1099
"SERVICIOS WEB";"0";"septiembre";"2022";1099
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"septiembre";"2022";1099
"ARRIENDO DE OFICINA MÓVIL";"0";"septiembre";"2022";1099
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"septiembre";"2022";1099
"SERVICIOS MENORES";"600.000";"septiembre";"2022";1099
"COVID-19 PERSONAL DE APOYO";"0";"septiembre";"2022";1099
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.035.600";"octubre";"2022";1099
"TELEFONÍA";"0";"octubre";"2022";1099
"TRASLACIÓN";"2.738.685";"octubre";"2022";1099
"DIFUSIÓN";"583.100";"octubre";"2022";1099
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"octubre";"2022";1099
"ARRIENDO DE INMUEBLE";"0";"octubre";"2022";1099
"CONSUMOS BÁSICOS";"0";"octubre";"2022";1099
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"octubre";"2022";1099
"MATERIALES DE OFICINA";"0";"octubre";"2022";1099
"CORRESPONDENCIA";"822";"octubre";"2022";1099
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"octubre";"2022";1099
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"octubre";"2022";1099
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"octubre";"2022";1099
"SEGUROS DE BIENES";"0";"octubre";"2022";1099
"ARRIENDO DE OFICINAS VIRTUALES";"0";"octubre";"2022";1099
"SERVICIOS WEB";"0";"octubre";"2022";1099
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"octubre";"2022";1099
"ARRIENDO DE OFICINA MÓVIL";"0";"octubre";"2022";1099
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"octubre";"2022";1099
"SERVICIOS MENORES";"281.048";"octubre";"2022";1099
"COVID-19 PERSONAL DE APOYO";"0";"octubre";"2022";1099
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.035.600";"noviembre";"2022";1099
"TELEFONÍA";"0";"noviembre";"2022";1099
"TRASLACIÓN";"2.009.913";"noviembre";"2022";1099
"DIFUSIÓN";"238.000";"noviembre";"2022";1099
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"noviembre";"2022";1099
"ARRIENDO DE INMUEBLE";"0";"noviembre";"2022";1099
"CONSUMOS BÁSICOS";"0";"noviembre";"2022";1099
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"noviembre";"2022";1099
"MATERIALES DE OFICINA";"0";"noviembre";"2022";1099
"CORRESPONDENCIA";"0";"noviembre";"2022";1099
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"noviembre";"2022";1099
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"noviembre";"2022";1099
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"noviembre";"2022";1099
"SEGUROS DE BIENES";"0";"noviembre";"2022";1099
"ARRIENDO DE OFICINAS VIRTUALES";"0";"noviembre";"2022";1099
"SERVICIOS WEB";"0";"noviembre";"2022";1099
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"noviembre";"2022";1099
"ARRIENDO DE OFICINA MÓVIL";"0";"noviembre";"2022";1099
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"noviembre";"2022";1099
"SERVICIOS MENORES";"600.000";"noviembre";"2022";1099
"COVID-19 PERSONAL DE APOYO";"0";"noviembre";"2022";1099
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.035.600";"diciembre";"2022";1099
"TELEFONÍA";"0";"diciembre";"2022";1099
"TRASLACIÓN";"1.618.785";"diciembre";"2022";1099
"DIFUSIÓN";"297.500";"diciembre";"2022";1099
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"diciembre";"2022";1099
"ARRIENDO DE INMUEBLE";"0";"diciembre";"2022";1099
"CONSUMOS BÁSICOS";"0";"diciembre";"2022";1099
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"diciembre";"2022";1099
"MATERIALES DE OFICINA";"20.044";"diciembre";"2022";1099
"CORRESPONDENCIA";"0";"diciembre";"2022";1099
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"diciembre";"2022";1099
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"diciembre";"2022";1099
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"diciembre";"2022";1099
"SEGUROS DE BIENES";"0";"diciembre";"2022";1099
"ARRIENDO DE OFICINAS VIRTUALES";"0";"diciembre";"2022";1099
"SERVICIOS WEB";"0";"diciembre";"2022";1099
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"diciembre";"2022";1099
"ARRIENDO DE OFICINA MÓVIL";"0";"diciembre";"2022";1099
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"diciembre";"2022";1099
"SERVICIOS MENORES";"600.000";"diciembre";"2022";1099
"COVID-19 PERSONAL DE APOYO";"0";"diciembre";"2022";1099
NA;NA;"enero";"2023";1099
NA;NA;"febrero";"2023";1099
NA;NA;"marzo";"2023";1099
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"1.436.619";"marzo";"2022";1100
"TELEFONÍA";"0";"marzo";"2022";1100
"TRASLACIÓN";"922.661";"marzo";"2022";1100
"DIFUSIÓN";"257.253";"marzo";"2022";1100
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"marzo";"2022";1100
"ARRIENDO DE INMUEBLE";"0";"marzo";"2022";1100
"CONSUMOS BÁSICOS";"0";"marzo";"2022";1100
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"marzo";"2022";1100
"MATERIALES DE OFICINA";"0";"marzo";"2022";1100
"CORRESPONDENCIA";"0";"marzo";"2022";1100
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"marzo";"2022";1100
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"marzo";"2022";1100
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"marzo";"2022";1100
"SEGUROS DE BIENES";"0";"marzo";"2022";1100
"ARRIENDO DE OFICINAS VIRTUALES";"0";"marzo";"2022";1100
"SERVICIOS WEB";"0";"marzo";"2022";1100
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"marzo";"2022";1100
"ARRIENDO DE OFICINA MÓVIL";"0";"marzo";"2022";1100
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"marzo";"2022";1100
"SERVICIOS MENORES";"333.333";"marzo";"2022";1100
"COVID-19 PERSONAL DE APOYO";"0";"marzo";"2022";1100
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.154.928";"abril";"2022";1100
"TELEFONÍA";"590.861";"abril";"2022";1100
"TRASLACIÓN";"1.923.515";"abril";"2022";1100
"DIFUSIÓN";"3.114";"abril";"2022";1100
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"abril";"2022";1100
"ARRIENDO DE INMUEBLE";"0";"abril";"2022";1100
"CONSUMOS BÁSICOS";"0";"abril";"2022";1100
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"abril";"2022";1100
"MATERIALES DE OFICINA";"73.170";"abril";"2022";1100
"CORRESPONDENCIA";"92.747";"abril";"2022";1100
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"abril";"2022";1100
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"abril";"2022";1100
"HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP)";"0";"abril";"2022";1100
"SEGUROS DE BIENES";"0";"abril";"2022";1100
"ARRIENDO DE OFICINAS VIRTUALES";"0";"abril";"2022";1100
"SERVICIOS WEB";"281.121";"abril";"2022";1100
"CONTRATACIÓN SERVICIO DE ALMACENAMIENTO";"0";"abril";"2022";1100
"ARRIENDO DE OFICINA MÓVIL";"0";"abril";"2022";1100
"MANTENCION Y REPARACIÓN DE OFICINA MÓVIL";"0";"abril";"2022";1100
"SERVICIOS MENORES";"500.000";"abril";"2022";1100
"COVID-19 PERSONAL DE APOYO";"0";"abril";"2022";1100
"TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO";"2.154.928";"mayo";"2022";1100
"TELEFONÍA";"979.751";"mayo";"2022";1100
"TRASLACIÓN";"1.540.918";"mayo";"2022";1100
"DIFUSIÓN";"117.075";"mayo";"2022";1100
"ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD";"0";"mayo";"2022";1100
"ARRIENDO DE INMUEBLE";"0";"mayo";"2022";1100
"CONSUMOS BÁSICOS";"0";"mayo";"2022";1100
"EQUIPAMIENTO OFICINA PARLAMENTARIA";"0";"mayo";"2022";1100
"MATERIALES DE OFICINA";"23.562";"mayo";"2022";1100
"CORRESPONDENCIA";"772";"mayo";"2022";1100
"GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE)";"0";"mayo";"2022";1100
"REPARACIONES LOCATIVAS DEL INMUEBLE";"0";"mayo";"2022";1100
